typeId	buyWeightedAverage	buyMax	buyMin	buyStddev	buyMedian	buyVolume	buyOrderCount	buyPercentile	sellWeightedAverage	sellMax	sellMin	sellStddev	sellMedian	sellVolume	sellOrderCount	sellPercentile
1157	0	0.00 ISK	0.00 ISK	0.00 ISK	0.00 ISK	0	0	0.00 ISK	41,085.65 ISK	99,000.00 ISK	24,990.00 ISK	42,726.81 ISK	25,000.00 ISK	69	3	24,990.00 ISK
1158	0	0.00 ISK	0.00 ISK	0.00 ISK	0.00 ISK	0	0	0.00 ISK	100,000.00 ISK	100,000.00 ISK	100,000.00 ISK	0.01 ISK	100,000.00 ISK	178	1	100,000.00 ISK
1159	25009.90099	26,000.00 ISK	25,000.00 ISK	707.11 ISK	25,500.00 ISK	101	2	25,198.02 ISK	149,333.33 ISK	150,000.00 ISK	149,000.00 ISK	707.11 ISK	149,500.00 ISK	69	2	149,000.00 ISK
1160	5000	5,000.00 ISK	5,000.00 ISK	0.01 ISK	5,000.00 ISK	4	1	5,000.00 ISK	69,998.94 ISK	70,000.00 ISK	69,990.00 ISK	7.07 ISK	69,995.00 ISK	113	2	69,990.00 ISK
1161	500	500.00 ISK	500.00 ISK	0.01 ISK	500.00 ISK	1	1	500.00 ISK	0.00 ISK	0.00 ISK	0.00 ISK	0.00 ISK	0.00 ISK	0	0	0.00 ISK
1162	2	2.00 ISK	2.00 ISK	0.01 ISK	2.00 ISK	117	2	2.00 ISK	887,283.95 ISK	890,000.00 ISK	850,000.00 ISK	20,132.89 ISK	874,000.00 ISK	162	3	859,185.19 ISK
1163	1001	1,001.00 ISK	1,001.00 ISK	0.01 ISK	1,001.00 ISK	1	1	1,001.00 ISK	384,173.91 ISK	548,000.00 ISK	350,000.00 ISK	89,039.32 ISK	387,000.00 ISK	23	4	350,000.00 ISK
1164	1000.052632	1,001.00 ISK	1,000.00 ISK	0.71 ISK	1,000.50 ISK	19	2	1,001.00 ISK	857,734.41 ISK	874,000.00 ISK	500,000.00 ISK	175,718.20 ISK	537,400.00 ISK	279	4	548,688.17 ISK
1165	1000	1,000.00 ISK	1,000.00 ISK	0.01 ISK	1,000.00 ISK	1	1	1,000.00 ISK	224,854.37 ISK	225,000.00 ISK	220,000.00 ISK	3,535.53 ISK	222,500.00 ISK	103	2	222,087.38 ISK
1166	1000	1,000.00 ISK	1,000.00 ISK	0.01 ISK	1,000.00 ISK	1	1	1,000.00 ISK	628,872.34 ISK	699,000.00 ISK	200,000.00 ISK	221,360.19 ISK	299,500.00 ISK	47	4	256,872.34 ISK
1167	1000	1,000.00 ISK	1.00 ISK	706.40 ISK	500.50 ISK	1	2	1,000.00 ISK	565,931.62 ISK	600,000.00 ISK	475,000.00 ISK	59,514.70 ISK	536,500.00 ISK	117	4	482,589.74 ISK
1168	1000.333333	1,001.00 ISK	1,000.00 ISK	0.71 ISK	1,000.50 ISK	3	2	1,001.00 ISK	1,040,000.00 ISK	1,040,000.00 ISK	1,040,000.00 ISK	0.01 ISK	1,040,000.00 ISK	13	1	1,040,000.00 ISK
1169	100009.0909	100,100.00 ISK	100,000.00 ISK	70.71 ISK	100,050.00 ISK	11	2	100,100.00 ISK	1,100,000.00 ISK	1,100,000.00 ISK	1,100,000.00 ISK	0.01 ISK	1,100,000.00 ISK	11	1	1,100,000.00 ISK
1170	78505	80,010.00 ISK	77,000.00 ISK	2,128.39 ISK	78,505.00 ISK	6	3	80,010.00 ISK	6,992,333.33 ISK	6,999,000.00 ISK	6,987,000.00 ISK	8,485.28 ISK	6,993,000.00 ISK	9	2	6,987,000.00 ISK
1171	76020	76,040.00 ISK	76,000.00 ISK	28.28 ISK	76,020.00 ISK	5	3	76,040.00 ISK	2,167,827.59 ISK	2,200,000.00 ISK	2,075,000.00 ISK	66,335.01 ISK	2,099,000.00 ISK	29	3	2,082,448.28 ISK
1172	76010	76,020.00 ISK	76,000.00 ISK	14.14 ISK	76,010.00 ISK	12	3	76,020.00 ISK	1,095,833.33 ISK	1,100,000.00 ISK	1,075,000.00 ISK	17,677.67 ISK	1,087,500.00 ISK	24	2	1,075,000.00 ISK
1173	76010	76,020.00 ISK	76,000.00 ISK	10.00 ISK	76,010.00 ISK	7	3	76,020.00 ISK	1,345,000.00 ISK	1,350,000.00 ISK	1,325,000.00 ISK	17,677.67 ISK	1,337,500.00 ISK	5	2	1,325,000.00 ISK
1174	10030	10,030.00 ISK	10,030.00 ISK	0.01 ISK	10,030.00 ISK	4	2	10,030.00 ISK	1,575,000.00 ISK	1,575,000.00 ISK	1,575,000.00 ISK	0.01 ISK	1,575,000.00 ISK	31	1	1,575,000.00 ISK
1175	100450	100,600.00 ISK	100,300.00 ISK	212.13 ISK	100,450.00 ISK	5	3	100,600.00 ISK	2,610,294.12 ISK	2,620,000.00 ISK	2,600,000.00 ISK	14,142.14 ISK	2,610,000.00 ISK	68	2	2,600,000.00 ISK
1176	76015	76,030.00 ISK	76,000.00 ISK	21.21 ISK	76,015.00 ISK	5	3	76,030.00 ISK	3,784,894.74 ISK	3,800,000.00 ISK	3,700,000.00 ISK	52,728.87 ISK	3,721,000.00 ISK	38	3	3,709,947.37 ISK
1177	260150	260,300.00 ISK	260,000.00 ISK	212.13 ISK	260,150.00 ISK	6	3	260,300.00 ISK	6,749,069.77 ISK	9,560,000.00 ISK	4,188,000.00 ISK	3,798,577.63 ISK	6,874,000.00 ISK	86	2	4,188,000.00 ISK
1178	5000	5,000.00 ISK	5,000.00 ISK	0.01 ISK	5,000.00 ISK	7	2	5,000.00 ISK	200,000.00 ISK	200,000.00 ISK	200,000.00 ISK	0.01 ISK	200,000.00 ISK	10	1	200,000.00 ISK
1179	5000	5,000.00 ISK	5,000.00 ISK	0.01 ISK	5,000.00 ISK	9	1	5,000.00 ISK	348,091.60 ISK	350,000.00 ISK	340,000.00 ISK	7,071.07 ISK	345,000.00 ISK	131	2	340,000.00 ISK
1182	7733.757617	8,501.00 ISK	1,523.00 ISK	1,867.17 ISK	8,178.00 ISK	12086	15	8,451.36 ISK	18,902.98 ISK	51,950.00 ISK	14,900.00 ISK	8,758.71 ISK	19,400.00 ISK	17055	39	14,948.57 ISK
1183	367136.0795	371,200.00 ISK	361,300.00 ISK	4,548.53 ISK	364,000.00 ISK	1456	9	371,200.00 ISK	466,722.27 ISK	789,000,000.00 ISK	422,400.00 ISK	116,263,993.41 ISK	454,200.00 ISK	10540	46	422,528.27 ISK
1185	3098.637187	3,118.00 ISK	3,034.00 ISK	27.71 ISK	3,102.00 ISK	8164	11	3,117.12 ISK	30,110.87 ISK	42,190.00 ISK	28,390.00 ISK	4,356.13 ISK	30,895.00 ISK	15883	26	28,581.18 ISK
1186	5000	5,000.00 ISK	5,000.00 ISK	0.01 ISK	5,000.00 ISK	7	1	5,000.00 ISK	400,000.00 ISK	99,000,000.00 ISK	400,000.00 ISK	69,720,728.62 ISK	49,700,000.00 ISK	53	2	400,000.00 ISK
1190	658853.8824	663,000.00 ISK	1,000.00 ISK	249,458.40 ISK	661,900.00 ISK	425	7	662,947.06 ISK	1,389,098.52 ISK	1,400,000.00 ISK	1,385,000.00 ISK	6,324.56 ISK	1,394,000.00 ISK	203	7	1,385,408.87 ISK
1192	513892.3077	526,200.00 ISK	506,200.00 ISK	14,142.14 ISK	516,200.00 ISK	93	3	526,200.00 ISK	1,576,363.64 ISK	3,000,000.00 ISK	1,000,000.00 ISK	1,060,204.38 ISK	1,390,000.00 ISK	11	3	1,000,000.00 ISK
1193	56257.21311	56,280.00 ISK	56,180.00 ISK	55.08 ISK	56,270.00 ISK	61	3	56,279.84 ISK	14,770,000.00 ISK	14,770,000.00 ISK	14,770,000.00 ISK	0.01 ISK	14,770,000.00 ISK	1	1	14,770,000.00 ISK
1195	15476.9705	23,010.00 ISK	1,787.00 ISK	8,552.85 ISK	21,860.00 ISK	5236	19	23,010.00 ISK	48,476.90 ISK	108,200.00 ISK	37,980.00 ISK	28,975.56 ISK	55,480.00 ISK	21843	15	37,995.66 ISK
1196	12000	12,000.00 ISK	12,000.00 ISK	0.00 ISK	12,000.00 ISK	9	1	12,000.00 ISK	2,550,000.00 ISK	4,150,000.00 ISK	950,000.00 ISK	2,262,741.70 ISK	2,550,000.00 ISK	35	3	950,000.00 ISK
1197	1343.856142	1,406.00 ISK	1,200.00 ISK	69.55 ISK	1,400.00 ISK	6808	10	1,406.00 ISK	134,155.37 ISK	848,900.00 ISK	9,500.00 ISK	281,686.08 ISK	114,550.00 ISK	6188	44	9,500.00 ISK
1198	61423.50371	61,840.00 ISK	60,190.00 ISK	560.55 ISK	61,750.00 ISK	1217	9	61,830.55 ISK	115,692.99 ISK	212,300.00 ISK	110,500.00 ISK	18,980.81 ISK	116,800.00 ISK	1199	29	110,681.65 ISK
1201	58009.1763	71,300.02 ISK	120.62 ISK	23,591.72 ISK	65,000.84 ISK	12764	18	71,265.55 ISK	145,399.56 ISK	199,425.10 ISK	136,767.41 ISK	17,237.69 ISK	143,851.32 ISK	3089	13	136,767.41 ISK
1202	994.0060578	1,451.00 ISK	750.10 ISK	312.01 ISK	1,302.00 ISK	21690	9	1,375.95 ISK	10,609.05 ISK	14,000.00 ISK	8,465.00 ISK	2,005.64 ISK	8,999.50 ISK	32302	10	9,378.09 ISK
1204	1000	1,000.00 ISK	1,000.00 ISK	0.01 ISK	1,000.00 ISK	38	2	1,000.00 ISK	2,874,571.43 ISK	2,875,000.00 ISK	2,874,000.00 ISK	707.11 ISK	2,874,500.00 ISK	7	2	2,874,000.00 ISK
1208	1002.333333	1,003.00 ISK	1,002.00 ISK	0.71 ISK	1,002.50 ISK	6	2	1,003.00 ISK	58,680.90 ISK	58,880.00 ISK	50,000.00 ISK	6,279.11 ISK	54,440.00 ISK	223	2	54,897.94 ISK
1210	0	0.00 ISK	0.00 ISK	0.00 ISK	0.00 ISK	0	0	0.00 ISK	416,640.00 ISK	416,640.00 ISK	416,640.00 ISK	0.01 ISK	416,640.00 ISK	42	2	416,640.00 ISK
1212	0	0.00 ISK	0.00 ISK	0.00 ISK	0.00 ISK	10	1	0.00 ISK	3,300,000.00 ISK	3,300,000.00 ISK	3,300,000.00 ISK	0.01 ISK	3,300,000.00 ISK	3	1	3,300,000.00 ISK
1214	140999.0196	352,316.67 ISK	52,310.00 ISK	163,991.46 ISK	53,743.33 ISK	41	6	352,316.67 ISK	5,000,000.00 ISK	5,000,000.00 ISK	5,000,000.00 ISK	0.01 ISK	5,000,000.00 ISK	1056	2	5,000,000.00 ISK
1216	120.7333333	120.73 ISK	120.73 ISK	0.01 ISK	120.73 ISK	8	1	120.73 ISK	180,000.00 ISK	180,000.00 ISK	180,000.00 ISK	0.01 ISK	180,000.00 ISK	3	2	180,000.00 ISK
1218	1291.090909	1,300.00 ISK	1,202.00 ISK	69.30 ISK	1,251.00 ISK	110	2	1,300.00 ISK	1,798,200.00 ISK	2,000,000.00 ISK	1,495,000.00 ISK	291,273.64 ISK	1,496,000.00 ISK	5	3	1,495,000.00 ISK
1220	0	0.00 ISK	0.00 ISK	0.00 ISK	0.00 ISK	0	0	0.00 ISK	45,000.00 ISK	45,000.00 ISK	45,000.00 ISK	0.01 ISK	45,000.00 ISK	3	2	45,000.00 ISK
1221	1100333.333	1,100,333.33 ISK	1,100,333.33 ISK	0.01 ISK	1,100,333.33 ISK	2	2	1,100,333.33 ISK	9,000,000.00 ISK	9,000,000.00 ISK	9,000,000.00 ISK	0.01 ISK	9,000,000.00 ISK	3	2	9,000,000.00 ISK
1223	2123.028846	3,009.00 ISK	1.62 ISK	1,409.36 ISK	2,277.50 ISK	110353	8	3,009.00 ISK	21,597.19 ISK	37,840.00 ISK	18,280.00 ISK	13,831.01 ISK	28,060.00 ISK	171	2	18,280.00 ISK
1224	24.52801973	28.69 ISK	19.02 ISK	4.06 ISK	20.30 ISK	32847161	19	28.69 ISK	48.56 ISK	49.92 ISK	37.90 ISK	5.59 ISK	48.83 ISK	307354763	9	44.24 ISK
1225	4436.480677	6,500.00 ISK	0.05 ISK	2,225.98 ISK	4,499.50 ISK	79399	11	6,500.00 ISK	6,501.00 ISK	6,501.00 ISK	6,501.00 ISK	0.01 ISK	6,501.00 ISK	294	1	6,501.00 ISK
1226	318.8351112	356.00 ISK	0.06 ISK	102.79 ISK	342.20 ISK	1366008	14	356.00 ISK	576.63 ISK	698.00 ISK	399.00 ISK	92.33 ISK	540.65 ISK	119650	16	399.00 ISK
1227	129.5225025	131.00 ISK	0.01 ISK	45.17 ISK	129.95 ISK	22742267	12	130.83 ISK	334.66 ISK	800.00 ISK	172.80 ISK	213.05 ISK	190.00 ISK	1527675	11	172.89 ISK
1228	9.729793999	16.25 ISK	0.03 ISK	6.85 ISK	14.38 ISK	79065071	21	16.25 ISK	27.28 ISK	1,145.52 ISK	25.14 ISK	557.20 ISK	34.33 ISK	8727727	5	25.14 ISK
1229	1179.200811	2,116.00 ISK	250.00 ISK	786.59 ISK	1,985.00 ISK	254101	11	2,111.80 ISK	3,966.57 ISK	4,000.00 ISK	2,995.00 ISK	516.92 ISK	3,997.50 ISK	26862	6	3,350.28 ISK
1230	8.446928995	12.43 ISK	5.00 ISK	2.79 ISK	8.50 ISK	149292485	17	12.42 ISK	15.41 ISK	80,980.00 ISK	13.57 ISK	19,066.99 ISK	14.11 ISK	258142573	18	13.57 ISK
1231	832.1608898	1,001.00 ISK	551.20 ISK	168.31 ISK	850.60 ISK	1191900	7	1,001.00 ISK	1,282.23 ISK	1,806.00 ISK	1,130.00 ISK	172.58 ISK	1,360.00 ISK	12059942	24	1,130.00 ISK
1232	3675.204542	4,100.00 ISK	303.30 ISK	1,450.75 ISK	3,669.00 ISK	101011	8	4,100.00 ISK	4,104.00 ISK	4,104.00 ISK	4,104.00 ISK	0.01 ISK	4,104.00 ISK	171	1	4,104.00 ISK
1236	480837.1146	504,154.24 ISK	100.00 ISK	179,434.76 ISK	491,817.61 ISK	6197	18	504,086.77 ISK	741,968.10 ISK	33,792,304.38 ISK	558,562.40 ISK	3,835,499.20 ISK	621,951.53 ISK	4524	76	558,817.64 ISK
1240	3940319.149	4,401,000.00 ISK	2,896,000.00 ISK	839,407.93 ISK	3,700,500.00 ISK	85	6	4,401,000.00 ISK	8,691,076.92 ISK	10,000,000,000.00 ISK	7,375,000.00 ISK	2,669,981,491.57 ISK	8,177,000.00 ISK	65	14	7,383,846.15 ISK
1242	591950	916,900.00 ISK	225,400.00 ISK	370,271.01 ISK	251,600.00 ISK	138	8	916,900.00 ISK	3,586,781.25 ISK	4,848,000.00 ISK	3,000,000.00 ISK	577,198.42 ISK	3,370,000.00 ISK	32	11	3,000,000.00 ISK
1244	31890.03167	32,010.00 ISK	28,170.00 ISK	1,801.21 ISK	31,615.00 ISK	3302	10	32,010.00 ISK	89,497.94 ISK	93,500.00 ISK	55,010.00 ISK	10,117.87 ISK	63,990.00 ISK	8933	16	66,347.61 ISK
1245	5000	5,000.00 ISK	5,000.00 ISK	0.01 ISK	5,000.00 ISK	7	1	5,000.00 ISK	649,440.00 ISK	2,500,000.00 ISK	500,000.00 ISK	1,041,734.35 ISK	994,400.00 ISK	20	3	500,000.00 ISK
1246	5599.451092	6,114.00 ISK	527.00 ISK	2,546.61 ISK	6,003.50 ISK	14726	9	6,113.14 ISK	20,067.65 ISK	24,450.00 ISK	17,790.00 ISK	3,078.44 ISK	22,150.00 ISK	3816	10	17,892.24 ISK
1247	0	0.00 ISK	0.00 ISK	0.00 ISK	0.00 ISK	0	0	0.00 ISK	41,600.00 ISK	41,600.00 ISK	41,600.00 ISK	0.01 ISK	41,600.00 ISK	42	2	41,600.00 ISK
1248	438918.3924	563,400.00 ISK	649.00 ISK	245,336.57 ISK	501,500.00 ISK	2913	18	563,281.74 ISK	686,148.57 ISK	48,000,000.00 ISK	622,300.00 ISK	6,691,450.43 ISK	656,000.00 ISK	6848	50	622,361.04 ISK
1254	3271.158506	6,000.00 ISK	419.00 ISK	2,506.26 ISK	5,422.00 ISK	2463	7	6,000.00 ISK	14,583.58 ISK	15,000.00 ISK	13,000.00 ISK	616.27 ISK	13,970.00 ISK	7654	13	13,000.00 ISK
1255	0	0.00 ISK	0.00 ISK	0.00 ISK	0.00 ISK	0	0	0.00 ISK	43,923.26 ISK	108,974.42 ISK	41,600.00 ISK	47,640.91 ISK	75,287.21 ISK	43	3	41,600.00 ISK
1256	217665.1376	251,400.00 ISK	35,100.00 ISK	152,947.20 ISK	143,250.00 ISK	209	3	251,400.00 ISK	473,376.34 ISK	48,100,000.00 ISK	297,600.00 ISK	10,941,092.90 ISK	401,400.00 ISK	1475	19	297,877.97 ISK
1262	10505.95745	10,530.00 ISK	10,430.00 ISK	55.08 ISK	10,520.00 ISK	141	3	10,530.00 ISK	6,559,361.70 ISK	6,698,000.00 ISK	5,300,000.00 ISK	642,584.60 ISK	5,496,500.00 ISK	47	6	5,412,170.21 ISK
1264	291.6055253	500.10 ISK	217.20 ISK	117.30 ISK	401.40 ISK	2811	8	500.10 ISK	15,467.54 ISK	15,500.00 ISK	15,190.00 ISK	117.42 ISK	15,225.00 ISK	25484	6	15,190.00 ISK
1265	1923.076923	5,000.00 ISK	1,000.00 ISK	2,828.43 ISK	3,000.00 ISK	26	2	5,000.00 ISK	293,837.24 ISK	868,000.00 ISK	75,000.00 ISK	450,822.70 ISK	99,900.00 ISK	145	3	75,000.00 ISK
1266	83961.2884	87,510.00 ISK	71,330.00 ISK	4,968.43 ISK	84,510.00 ISK	5217	24	87,510.00 ISK	169,728.14 ISK	240,900.00 ISK	145,900.00 ISK	22,710.65 ISK	157,000.00 ISK	533	28	145,932.46 ISK
1272	2576333.333	3,508,000.00 ISK	601,000.00 ISK	1,406,858.20 ISK	2,703,500.00 ISK	18	4	3,508,000.00 ISK	46,366,666.67 ISK	55,770,000.00 ISK	35,790,000.00 ISK	8,585,813.88 ISK	41,460,000.00 ISK	12	6	35,790,000.00 ISK
1274	1235.431227	2,178.00 ISK	104.20 ISK	918.75 ISK	2,164.00 ISK	2250	6	2,178.00 ISK	66,877.98 ISK	948,700.00 ISK	21,460.00 ISK	214,697.70 ISK	37,870.00 ISK	2971	18	21,460.00 ISK
1275	1000.05	1,001.00 ISK	1,000.00 ISK	0.71 ISK	1,000.50 ISK	20	2	1,001.00 ISK	1,274,666.67 ISK	1,300,000.00 ISK	1,250,000.00 ISK	25,006.67 ISK	1,274,000.00 ISK	9	3	1,250,000.00 ISK
1276	106830.8511	113,300.00 ISK	7,000.00 ISK	46,828.27 ISK	110,100.00 ISK	846	5	113,300.00 ISK	149,846.57 ISK	215,000.00 ISK	147,700.00 ISK	26,919.24 ISK	148,300.00 ISK	685	11	147,759.12 ISK
1282	191756.8627	192,000.00 ISK	191,600.00 ISK	170.78 ISK	191,750.00 ISK	51	4	192,000.00 ISK	19,732,500.00 ISK	19,760,000.00 ISK	19,720,000.00 ISK	20,816.66 ISK	19,730,000.00 ISK	4	3	19,720,000.00 ISK
1284	598.4101073	1,009.00 ISK	91.00 ISK	529.72 ISK	1,008.00 ISK	2236	3	1,009.00 ISK	19,496.64 ISK	23,000.00 ISK	17,750.00 ISK	2,418.12 ISK	18,800.00 ISK	1085	4	17,838.71 ISK
1285	1000	1,000.00 ISK	1,000.00 ISK	0.01 ISK	1,000.00 ISK	18	1	1,000.00 ISK	3,124,250.00 ISK	3,125,000.00 ISK	3,124,000.00 ISK	707.11 ISK	3,124,500.00 ISK	4	2	3,124,000.00 ISK
1286	22819.64527	24,040.00 ISK	22,000.00 ISK	835.69 ISK	23,850.00 ISK	1184	8	24,032.20 ISK	72,063.43 ISK	171,000.00 ISK	71,460.00 ISK	24,726.82 ISK	71,815.00 ISK	3221	16	71,482.61 ISK
1292	1008.328859	1,009.00 ISK	1,007.00 ISK	1.41 ISK	1,008.00 ISK	149	2	1,009.00 ISK	6,900,000.00 ISK	7,000,000.00 ISK	6,800,000.00 ISK	100,000.00 ISK	6,900,000.00 ISK	3	3	6,800,000.00 ISK
1294	819.6393035	1,013.00 ISK	560.00 ISK	224.24 ISK	1,006.00 ISK	2508	5	1,012.12 ISK	201,335.48 ISK	249,000.00 ISK	190,900.00 ISK	24,681.05 ISK	194,700.00 ISK	3653	17	190,900.00 ISK
1295	1000.05	1,001.00 ISK	1,000.00 ISK	0.71 ISK	1,000.50 ISK	20	2	1,001.00 ISK	2,899,571.43 ISK	2,900,000.00 ISK	2,899,000.00 ISK	707.11 ISK	2,899,500.00 ISK	7	2	2,899,000.00 ISK
1296	106513.4565	121,100.00 ISK	52,160.00 ISK	23,360.78 ISK	117,400.00 ISK	3722	21	120,955.09 ISK	249,661.91 ISK	464,800.00 ISK	240,000.00 ISK	36,293.71 ISK	258,400.00 ISK	3694	47	241,057.07 ISK
1302	1849339.286	1,855,000.00 ISK	1,832,000.00 ISK	9,453.39 ISK	1,847,000.00 ISK	56	6	1,855,000.00 ISK	13,655,952.38 ISK	14,000,000.00 ISK	13,260,000.00 ISK	365,091.31 ISK	13,275,000.00 ISK	42	4	13,260,476.19 ISK
1304	550.4127095	1,024.00 ISK	152.00 ISK	500.01 ISK	583.00 ISK	19369	5	1,024.00 ISK	27,380.45 ISK	335,100.00 ISK	19,680.00 ISK	63,323.81 ISK	26,490.00 ISK	13417	24	19,699.74 ISK
1305	2285.714286	5,000.00 ISK	1,000.00 ISK	2,828.43 ISK	3,000.00 ISK	28	2	5,000.00 ISK	142,723.93 ISK	150,000.00 ISK	127,500.00 ISK	12,961.61 ISK	127,600.00 ISK	117	3	127,582.91 ISK
1306	182536.6033	197,400.00 ISK	51,000.00 ISK	60,522.67 ISK	191,000.00 ISK	4260	20	197,400.00 ISK	259,223.93 ISK	240,000,000.00 ISK	246,400.00 ISK	46,138,258.17 ISK	254,200.00 ISK	5281	27	246,400.00 ISK
1315	1034946.602	1,551,000.00 ISK	213.00 ISK	461,342.08 ISK	900,100.00 ISK	208	16	1,550,097.09 ISK	5,950,341.88 ISK	1,000,000,000.00 ISK	4,000,000.00 ISK	193,737,612.67 ISK	4,362,500.00 ISK	117	32	4,114,170.94 ISK
1317	1699.421213	1,757.00 ISK	1,679.00 ISK	40.08 ISK	1,702.00 ISK	7066	6	1,722.13 ISK	3,806.01 ISK	10,000,000.00 ISK	2,139.00 ISK	1,189,608.76 ISK	4,399.00 ISK	50597	71	2,155.97 ISK
1318	1028.301887	1,500.00 ISK	1,000.00 ISK	353.55 ISK	1,250.00 ISK	53	2	1,500.00 ISK	33,188.65 ISK	33,190.00 ISK	33,180.00 ISK	7.07 ISK	33,185.00 ISK	754	2	33,180.00 ISK
1319	235354.8936	260,000.00 ISK	150,100.00 ISK	47,426.95 ISK	240,200.00 ISK	4299	17	260,000.00 ISK	375,187.04 ISK	10,000,000,000.00 ISK	300,200.00 ISK	1,000,060,239.55 ISK	375,550.00 ISK	14123	100	300,298.73 ISK
1333	20945	22,590.00 ISK	16,010.00 ISK	4,652.76 ISK	19,300.00 ISK	8458	4	22,590.00 ISK	211,830.50 ISK	992,000.00 ISK	29,510.00 ISK	265,983.72 ISK	33,980.00 ISK	11032	39	29,515.20 ISK
1334	2142.857143	5,000.00 ISK	1,000.00 ISK	2,828.43 ISK	3,000.00 ISK	28	2	5,000.00 ISK	739,288.46 ISK	989,800.00 ISK	200,000.00 ISK	448,948.42 ISK	225,000.00 ISK	156	3	215,384.62 ISK
1335	149954.386	189,700.00 ISK	39,200.00 ISK	86,718.53 ISK	189,100.00 ISK	1794	8	189,700.00 ISK	276,962.05 ISK	10,000,000,000.00 ISK	228,700.00 ISK	1,139,494,135.18 ISK	310,000.00 ISK	15238	77	230,987.92 ISK
1351	882700	882,700.00 ISK	882,700.00 ISK	0.01 ISK	882,700.00 ISK	19	2	882,700.00 ISK	9,307,714.29 ISK	9,311,000.00 ISK	9,305,000.00 ISK	2,645.75 ISK	9,307,000.00 ISK	14	4	9,305,000.00 ISK
1353	8220.661996	16,050.00 ISK	5,152.00 ISK	5,442.26 ISK	10,160.00 ISK	3891	7	16,023.82 ISK	43,517.51 ISK	48,390.00 ISK	40,950.00 ISK	1,925.41 ISK	42,400.00 ISK	14632	29	40,994.83 ISK
1354	0	0.00 ISK	0.00 ISK	0.00 ISK	0.00 ISK	0	0	0.00 ISK	99,200.00 ISK	99,200.00 ISK	99,200.00 ISK	0.01 ISK	99,200.00 ISK	42	2	99,200.00 ISK
